Comment,Sentiment
She desrve that slap ...she has no right to slander the farmers.,Negative
Jesi bhasa bologe fir vesa fal to paoge hi yeto ek ne mara h Punjab ki har orat kangana ko thappad marna chahti h yeto bas security me ghumti h isliye Bach jati h,Negative
Yeh women guard ko direct ticket milegaa abb gunddon ki party se . Direct way to enter to politics . Same on such incidents 😡😡🤷‍♀️🤷‍♀️kya kya kartain hain India mai log🙏🙏No one is save & secure 😢,Negative
So same news channel is silent on slap by man on girl in same video,Negative
Vese bhi isne apni jaban k karan thappad to khane hi chahiye kuch glt nhi huya ekdum shi kiya ladki ne😂😂,Negative
Chlo to kya hogya thappad hi to mara koi goli thodi Mardi ab tum kisike ma bap ko galat salat bolke tum socho ki dhire se nikal jaye to ek bar to nikal jaoge lekin bure karmon ki sja kbhi bhi mil sakti h,Negative
Do not ever disrespect these 2 bloodlines in India:  Punjab Jatts and Mahrashtra Rajputs.  Kangana ji learned her lesson today,Negative
Satisfaction level unlimited ❤️❤️❤️❤️❤️,Positive
Chlo koini thappad hi to mara h koini jaan se thodi mar diya is pagal ko ab kisike ma bap ko galat salat bologe or sochoge log bhul jayenge to yeto apki galatfahmi h bure karmon ki sja kbhi bhi mil sakti h😂😂,Negative
She is a actress 😂 not for politics good slap if she is really slap 😂 lots of people are happy most of indian singh are happy for the slap 😂 shame for bjp party do not trouble singh people's thats you merite  😂 lots of happy 😂,Positive
😂😂😂😂 salute 🫡,Positive
Great job 👍,Positive
🤣🤣🤣,Neutral
😂😂😂,Neutral
Abhi toh sirf ek ne mara jab public apne mein ayegi toh socho kya haal hoga sudhar jao,Negative
👏🏻👏🏻👏🏻,Positive
Kanga is a disgusting lady,Negative
😂best news,Positive
She just lost her election after winning 😂😂,Negative
That's so rude please do it again 😅,Negative
"ਏਸ ਸ਼ੇਰ ਦਿਲ ਭੈਣ ਨੂੰ ਦਿੱਲ ਤੋ ਸਲੂਟ ਆ, ਰੱਬ ਚੜ੍ਹਦੀ ਕਲਾ ਵਿਚ ਰੱਖੇ ਭੈਣ ਨੂੰ।",Positive
Now kangana will show other side for next slap. 😂,Neutral
Respect for cisf Girl you do well 👏Kangana deserve this reward actually she is Mentally disturbed and don’t know how behave with country people’s 🫵,Negative
Maja aa gaya… Unpad mantri ko aukaat dikha di 😂,Positive
"ਅਜੇ ਪੰਜਾਬ ਵਿੱਚ ਯੋਧੇ ਸੂਰਮੇ ਹੈਗੇ ਨੇ, ਕੌਈ ਬਕਵਾਸ ਕਰਕੇ ਨੈੱਟ ਤੇ, ਬੱਚ ਨਹੀਂ ਸਕਦਾ,",Negative
That slap needs to teach her to keep her mouth shut and not talk smack about farmers,Negative
😂mazza punjabi punjabi hote hai i am hindu but i love punjabi people,Positive
Respect the lady 😅,Positive
😂😂😂😂😂,Neutral
Don't underestimate power of a common man.,Positive
"This shouldn't be happening, it scary how people can get so influenced by politics and take such actions. what is horrifying is that we have seen death of one prime minister in similar way.",Negative
Kya proof hai koi video hai kya thappad marte hue 😮,Neutral
Cisf lady tension minds worry please immediately yoga class mediation class displine class,Negative
🎉🎉🎉❤❤❤❤❤,Positive
Good ❤❤❤,Positive
Great ❤❤❤❤,Positive
Jai jawan,Positive
Respect for cisf constable.,Positive
Great,Positive
Welcome to Real..from Reel. 😅,Positive
"Women has no rights in India 😂 

She is lucky she is not raped in India 😮",Negative
Kangana to chunav me bol rhi thi Amitabh Bachchan k bad agar kisine Bollywood me ijjat kamayi h to vo me hu asi ijjat kamayi h kya log thappad mar rhe hn vese chlo jobhi huya acha huya 😂😂😂,Negative
🤣🤣 she need,Neutral
"Aise bolegi to our mar khayegi 
Jeise ki atangbaad .....",Positive
👍,Positive
Aaj karan johar bahot khush hua hoga 😂😂😂,Positive
"Vo Kangna kehti hai ki desh ko azadi bheek mai mili aur asli azadi 2014 ko mili hai.
Aur azaad Bharat ka pehla aatankwadi godse ki wah wah karti hai.
Esi insaan ko member of parliament bana diya🤦. Isko to jail honi chaiye.",Negative
Wahrguru ❤❤,Positive
Salute 🫡,Positive
2014 mai ajaad hone wale log 😅😅😅,Neutral
Jeetne k bad asi badhayi kon deta h bhai😂😂😂😂,Negative
Feeling so happy....,Positive
Lol😂,Neutral
Ye ourat pagal h. Cisf me kisne bharti kiya esse,Positive
😂😂😂😂 Good gift.  Thank you for the price,Positive
Mp bante hi kangana ko certificate dediya police wali bahen g ne bhot acha kiya 😂,Positive
Well done lady,Positive
Chinal ko aukat dikha di 😂,Negative
"GOOD NEWS! 👌
KANGANA DESERVE IT! 😊
MANNY THANKS TO THIS CISF LADY! ❤",Positive
Salute for Guard 👍❤️,Positive
Mene suna h is ladki ko nokri se nikal diya gya h agar asa huya to kisan fir se Delhi aajayenge dhyan rakhna bjp,Negative
Kangana Mam.. right or left?,Neutral
Vo ladki shi h jisne thappad mara h agar usko nokri se nikala gya to kisan fir se Delhi aajayenge dhyan rakhna bjp😊,Negative
It's time for Khalistanis to get afraid🔥 they are coming for u,Neutral
Good Job 👏,Positive
Drama hai,Negative
"What about the guy behind with the red cap who hit the women in black dress, is that ok ?",Negative
Respect for CISF women ❤,Positive
Well done By CISF girl ♥️,Positive
Happy Slap day,Positive
How can any on duty officer do this for her personal opinion? This is when you  get in job with quota,Negative
Wah wah very good,Positive
Kangna ji watch Jyotish by Srijith on the astrological prediction about your horoscope,Neutral
Amazing CISF 👏🏽👏🏽👏🏽👏🏽,Positive
Kangna ji watch Jyotish by Srijith on the astrological prediction about your horoscope,Neutral
No more hate speech by BJP... If they then every indian citizens will slap them even modi...,Negative
"😂😂😂sherni ka panja
... 💪💪💪💪",Positive
Gayi ab to ye CISF,Negative
"Aise nahi marna chahiye is thappad ki ninda karta hu mai
Aur jor se dena tha ki azadi ka date yaad ho jaye",Negative
Satisfaction ❤😂,Positive
Very good sister,Positive
She says anything and gets away with it. Cisf doing there Job...,Neutral
0:44 Another guy hits a woman in the background,Neutral
Wo sb thk hai Jo admi ne kali shirt wali ladki ko thapd mara uska kya,Negative
😂😂😂😂😂😂😂😂😂,Neutral
Satisfaction button ✅✅,Positive
I like it 👌,Positive
Full support sister 💪 salute tanu,Positive
Bharat ratan award dena chahiye Mahila guard ko,Negative
🎉🎉🎉 dil jet liya cisf soldier ne,Positive
Ahhahahahahahahahahahahhahahahahaha,Neutral
Bravery award ❤😂❤ to CISF,Positive
Well done 👏 security guard,Positive
CISf lady ka jab Himachal aana hoga to idhr bhi aisa hi salook hoga...😊 Pr phle jel ghum kr aajaaiye,Positive
Brave officer. Done behalf of all indians. Solute u,Positive
Good News Ever,Positive
Respect,Positive
Respect ❤,Positive
Where is slap image,Neutral
Good work,Positive
😂😂😂😂😂,Neutral
😂😂😂,Neutral
It should be celebrated as WORLD SLAP DAY in honour of the slap,Positive
"Salute to that brave lady cisf,, 🇮🇳💚",Positive
Never underestimate the power of common women 😂,Positive
Hey Queen You dropped 👑 THIS. Hats off to CISF. Lady,Positive
😂😂,Neutral
"Shame on CISF they are there to provide security, this is gundaism",Negative
2014 ke baad wali aazadi ka swaad aaj aaya hai ise 😂,Neutral
"Welcome to politics,  she should take some advise from Aravind kejariwal",Neutral
Fantastic,Positive
Peace ❤,Positive
This is sikhism BRAVERY ❤❤,Positive
Such a arrogant lady kangaroo,Negative
Kangana ranaut misbehaved with her. That’s why the jawan slapped her. Kangana lied to media,Negative
Kaleje ko Thandak Mil gayi yar 😂,Negative
WE DONE GIRL !!!  EHNA TAH BAN DAH SEE PUNJABIA WALO  KUCH BHI PARWAH KIYE BINA DHAR DIYA 😂😂,Positive
Wow salute  to the guard🙏🏻,Positive
Very good,Positive
Very nice 😂,Positive
Bhai mera to aaj bahut time bad dil khush hogya... mere hasi uchal uchal kr bahar a rahe hai or mai rok nhi pa raha hu.. I AM IN PEACE TODAY..,Positive
CISF 🫡🔥,Neutral
Upr vale tere Ghar me der hai andher nahi,Neutral
CISF lady deserves an award.,Positive
Very good Kulwinder kaur,Positive
😂😂😂,Neutral
Fully satisfied 🎇,Positive
CISF  lady 🔥 👏🏼,Positive
😂😂😂😂😂,Neutral
Cisf ❤,Positive
Satisfaction❤🎉,Positive
Kangana diserve it,Positive
"Respect to the CISF officer! It's commendable that she took a stand against those thoughtless people. 
Jai Jawan, Jai Kisan!",Positive
"It's just beginning

जो लोगो में गुस्सा है ऐसे ही नेता, पत्रकारों पर फुटने वाला है",Negative
Sahi kiya kuch bolt bola hoga Kangna ne,Negative
Cisf ❤️🤝,Positive
😂😂😂😂,Neutral
Now cisf is also khalistani,Neutral
Hattss off to cisf,Negative
Kangana ji k liye aaj desh azaad huwa h 😂😂😂 thappad ne kangana ko aazad kiya 😂😂😂,Negative
Lekin kahenge ki desh mai democracy nahi hay 🤣,Negative
Good Job,Positive
Good,Positive
I wonder why she stopped at 1slap....they should be handled with BBBat... now I am not a violent person..BUT DO THEY HAVE A CHOICE..??...THESE POLITICIANS HAVE CORRUPTED THE WHOLE SYSTEM ..THESE SCUMBAGS DONT CARE FOR ANYONE ACCEPT THEMSELVES...THEY ARE POWER HUNGRY ASSHOLES.... YES ASSHOLES.... SO I WOULD SUGGEST TO GIVE HER 5MORE SLAPS SO NEXT TIME SHE WONT TALK GARBAGE ABOUT ANY RELIGION OR ANYBODY..,Negative
Kangna was right,Neutral
Good job,Positive
Salute brave soldier the nation Salute you,Positive
No matter what you think about Kangana. Noone deserve to get slapped or hit. This is not okay,Negative
"Hats off to the brave woman security person.1 it's not only sons who can defend their mothers 2.verbal diarrhea, disrespect from celebrities is absolutely not acceptable. 3. Farmers are the backbone of India, nay the world where does her food come from",Negative
Well done😂😂,Positive
Ok hindus bring back moguls.golden era.thank you for voting,Positive
By the way We are not upset godiii...,Negative
0:30,Neutral
1 hi maara?,Neutral
Ips ias educated person should be selected,Neutral
IS CISF SECURITY SAFE WITH SUCH STAFF.  OPENLY DADAGIRI. THIS RYPE OF MENTALITY COULD DO ANYTHING?. CISF  SHOULD B QUESTIONED. SHE IS INSPIRED BY ??,Negative
She is not worth a minister.,Negative
Sahi hua,Neutral
"She is not Kangana Ranaut anymore Now she is MP Kangana Ranaut means *मानिनीय कंगना रनाउत* 
आप गलती कर रहे है 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",Negative
Azadi mil gyi,Negative
"See complete video red cap man with Kangna slapping black drees girl. Man slapped women. No matter she is Mp or common man. 

News me ye v bataye",Negative
Bohot acha😂,Positive
Finally i got good news after 2014🎉,Positive
Respect button for CISF Officer 🫡,Positive
😂😂😂,Neutral
she must've done something. she loves running her mouth,Neutral
Well done,Positive
"CISF officer must apologise to Kangna in close door and slap again 😂. 
We proud of you 👏",Positive
CISF ko shat shat naman. Like karo sherni k liye,Negative
"Good job 
Respect 🫡",Positive
"Kangana is already a mental,

Do not hit on her head

otherwise she will say papa to  modi like anjana om modi.",Negative
Great,Positive
Abhi toh Hume aur zaleel hona hai,Negative
Farmers in that protest were mainly Khalistani terrorist. Also in madarchod leftists ki aukaat dekho. First they demand law and order then praise a Khalistani terrorist for breaking law and order.,Negative
Kangna is outdated! She has slept with married men then talked trash about them. She likes to insert herself into where she has no business and she has no clue really but she will do it to her fame and she has gotten her money and fame from playing the victim all her life! I liked this lady in the past and even thought she had integrity but she just puts on nice show for people then gathers benefits by playing victim almost like a narcissistic person would! She is so self absorbed! I wouldn’t trust a word out go this women’s mouth. She is almost risk to india as she is asserting herself into politics and keep working her toxic mouth! This women is nothing but scam and controversy. She is angry at life because she didn’t find true love and settled down so she is just being toxic everywhere!,Negative
😅😅,Neutral
ye draame ki dukaan election jit kese gyi....,Negative
Who is next? 😅,Neutral
SALUTE of CISF lady 🫡 😂❤,Positive
"CISF  vardi ki izzat kharab krdi 
Dash kahi ki",Negative
bahut acha kiya bahan is kutiya ko aukat dikha di,Positive
Good,Positive
😂😂😂😂,Neutral
This breaking news but neet results scam is not breaking news. Good,Negative
News anchors seedhi baat bolo .. baat ko ghumao mat .. kisaan andolan time kangana ne punjab ki women ko kya bola tha vo btayie,Negative
Bollywood waloke is pe movie bananichaiye bjp ki dalal ki😂😂😂😂😂😂,Negative
Khalistani MC💩🐖,Neutral
Nonsense things are happening... Deshki seva karne  ke liye force me bharti Hui hai yaa apni gharke revange lene ke liye.. na jaane aise log kall kya karde 😡😡😡😡,Negative
"Scam-gress vote share increased this happened.. 
Imagine what will happen when they rule again, Sharia law maybe 😢",Negative
Very good,Positive
"Bechari kulwinder, nokri bhi gyi, or fine alag se hoga ..
Or court me Jo case lga k iski maa bahan ki jayegi, vo to sone pe suhaga...",Negative
Acting ki duniya se bahar ek duniya hai 😂,Positive
As MP Acting Started,Neutral
Jai kisan,Positive
Ek dum mast😂 mazza aa gya,Positive
MP bante hee swagat ho gya,Negative
😂😂😂jai bhim 💙💙💙,Positive
Babbar sherni of Panjab,Neutral
"Yeh Himachal ki Janta ne kis joker Ko chun liya hai, Ab yeh video banna banna kar logo Ko pagal kar degi 😂😂😂😂😂",Negative
Kangna ko  kisano ko khalistani bolne ka ..award Mila h .. lekin kangna k sath khade admi ne ek mahila ko bhi mara ispar bhi kuch bolo,Negative
This is great news. More power to the constable for doing what many in India wanted to do but could not. Kangana is a gutter-mouthed person. One slap should be just so that she can learn how to talk to people who disagree with her. It is hard to imagine that this drama queen will sit in Parliament and display her antics there.,Negative
Mujhe toh kahi nahi dikh raha thapaad,Negative
sahi kiya ....iske saath ...bahut bakwas krti h Kangna 😂😂😂😂😂,Positive
MAJA AGAYA,Negative
Best way to start her mandate. A reminder to behave herself,Positive
Sikh power 💪🏾,Positive
"Everyone is happy today
Enjoy😊😊😊😊",Positive
She takes oath at airport hahahaha😅😅😅😅rip kongana ronot😅,Positive
"Jisko jisko sukoon mila 
Wo like na kare bas mahsoos kar ke khush ho 😅😅😅",Positive
Welcome gift like here if u agree...,Positive
Aa gaya khalistani.. wha kya baat hai .. jameen khisak gai par godiya nai chuta paa rhe,Negative
Kangana Ranaut ko mila Lifetime Achievement Award 🏆 😅😅😅,Positive
"To all idiots in comment section Punjabi farmers are not the only farmers in India.
Stop focusing on north only.
Also they have proven links with Khalistan",Negative
Indian ARMY zindabad ❤,Positive
"Very good, BJP ne jo situation create kiya uska results, or v bahut sara results milaga, wait & see, silute CISF madam, 
""Jai jawan jai kisan """,Positive
Very good,Positive
Hahah cool,Positive
Eh punjab aa punjab 😂🔥,Positive
Inaam to milna hi tha,Neutral
"Accha Kiya, Jai Jawan Jai Kisaan ❤",Positive
I am so glad to see this,Positive
"Kangana must have crossed this airport 100 times why did this women appear now only???
Definitely this women is paid Khalistan",Negative
😂 too good....,Positive
U will be slapped every day!! Good job lady CISF,Positive
Very good 😊,Positive
Bharat Maata Slapped Kangana Ranaut for disgrace indian farmers❤  Well done Jawaan,Negative
"This is what happens when you live in corrupt nation where people who are supposed to protect you tray to backstab.
This what happened with Indira Gandhi.
Kudos to idiotic comment section 👍🏻",Negative
I demand airport security to release the slapping video for proof purposes I only😅😊,Neutral
She is justifying Nathuram Godse...,Negative
"कंगना ग़लत बोल गई थी कि 100-100 रूपयों के लिये नक़ली किसान आंदोलन में बैठी है ! पर कुलविंदर कौर के नाराज़ होने का कारण ये था कि वो 500-500 के लिये बैठी थी ! 
ग़ुस्सा तो जायज़ था कि कम पैसों के लिये बोल रही थी!",Negative
"I'm very happy to see this
Finally 😂😂",Positive
"Fought from BJP, got Congressed instead.",Negative
Government sab ese community ko rkhna hi nahi chahiye.. Cisf m,Negative
Initially that constable will celebrate later when charges will be pressed ...she will again cry sitting next to her amma.....,Neutral
"CISF is not training cadre properly???
These are security personnel of India???
If this is what they do with Kangana and Indira what will they do woth commoners.",Negative
Good job CISF ❤❤❤,Positive
Action ka reaction ❤,Positive
दिल्ली तक सूजन रही होगी ।,Negative
Kangana Runout asked for it.,Neutral
W  CISF constable 🇮🇳❤,Positive
"Why are people commenting against Kangana? Will you also comment against Indira Gandhi.
Indira Gandhi was killed by a Sikh who forgot his responsibility and now Kanagana is also slapped from women in same region. Such people in security forces of India are a threat. 
They can lead to Military rule in India",Negative
Sikh protestor were Khalistanis. They took out the Indian flag on Independence day. They are traitors,Negative
Salute mem very good job 🫡,Positive
Mai to bjp supporter hu phir bhi satisfaction kyu mil rhi h😂,Positive
"Punjab and Chandigarh are destroyed,always have been very much disturbing states  🥶🥶🥶🥶🥶",Negative
Cisf tiger women the salute,Positive
"I am an ardent supporter and follower of BJP but I would still say the Lady CISF Constable has done the right thing. During India's 75 years of Independence Kangana Ranawat had the audacity to say that, "" ye Azadi bheek thi, hume asli Azadi mili hai 2014 mey"". Few days back she used abusive language against very young, bright, intelligent bold, well spoken, well qualified Lok Sabha Member of The Parliament from Bengaluru South Tejaswi Surya.  BJP's poor performance in the 2024 Lok Sabha Elections is due to the Party's decision to field candidates like Kangana.",Positive
Congratulations 👏👏👏👏👏👏👏❤❤❤❤,Positive
😂,Neutral
Huge Satisfaction for everyone,Positive
Hahahhaha chawal janani,Positive
😅😅😅😅😊😊😅😅😅😅😅😅😅,Neutral
"Election 🥇 Reward… 

😂😂😂

क्या है यार “ ये तो शुरू होते ही ख़त्म भी हो गई “ देश के किसान और जवान  से सोच समझ के भिड़ना चाहिए ॥

खाने के वांधे हो जाएँगे रे बाबा… 😂",Negative
Jeet ka tofa🎉,Positive
Abi ek thappad se akal nai aur khane ka maan kr rha h lgta 😂,Negative
❤🎉,Positive
One more vote 🤣,Neutral
"Y is it a big thing police slaps people every day, everywhere nthing new",Negative
Good👍,Positive
"हमने थप्पड़ मारते हुए देखा नही, 
घटना को दोबारा रिपीट करो😂😂",Negative
Very good ❤️🙌🏼,Positive
That lady should be rewarded...,Negative
"This reminds me of Indira Gandhi who trusted her security ! 
People are laughing here but it has a message in it ! 
Khalistan and separatism is getting revived in India.",Positive
"Very bad to slap her 
Violence never be a solution",Negative
"CISF MA""AM KO GRAND SALUTE 🫡",Positive
"Good job , this was first award ...",Positive
😂😂😂😂,Neutral
Maza aaya,Positive
Best news in a while. But unhappy to hear she got only one slap,Negative
"कंगना भार मे जाये उससे कोई मतलब नही मुझे मगर ये पुरे देश को पता है की किसान आंदोलन के वक़्त कुछ खालिस्तानी गैंग किसान का चोला पहन किसान आंदोलन का दुरूपयोग करने का काम कर रहे थे, जो किसान आंदोलन एक विशाल जनआंदोलन था उसे उग्र और गैरकानूनी बनाने मे सबसे बड़ा हाथ उन खालिस्तानियों का ही था.. .. सिख हमारे भाइ हमारे रक्षक हमारे प्राण है मगर खालिस्तानी जो भारत का फिरसे टुकडा करना चाहते है सुन ले हर एक खालिस्तानी के घर मे घुस उसको टुकडा टुकडा किया जायेगा तु किया तेरे आनेवाली नश्ल भी भारत का अब टुकडा नही कर सकते है... ये cisf भी किसी टुकरे गैंग के उपज लग रही है, भारत माता की जय",Negative
Good job,Positive
I saw Inspector Ms Chandramukhi Chautala give a tight slap in the F.I.R. tv seriel. 😜😜😜,Positive
Great,Positive
इसकी जांच होना चाहिए की कब इसकी मां किसान आंदोलन में कब बैठी थी ? वो बहुत बार मंडी से चंडीगढ़ एयरपोर्ट आई होगी लेकिन वो आज ही उसको थप्पड़ क्यू मारा ?😠😠😠😠😠😠,Negative
Isliye bolte hai jada ant shant bahi bolna chahiye.hahaha 😂,Positive
Chwl janani kangna😂😂😂,Negative
"This CISF personnel is not fit to do its duty ! 
Any person in Security and defence need to maintain his /her conduct and behaviour !",Negative
Where is the slapped,Negative
Suspend karo us ko,Negative
Well done CISF mam.. democracy restored ❤,Positive
She is not woman guard she is khalistani....,Negative
😂😂,Neutral
Don't warry this is normal 😂,Neutral
This is not the way,Negative
Attagirl Kulvinder! More power to your ilk. Hope this acts as a trigger for a MeToo kind of movement which can awaken the minds and conscience of an indiifferent nation and sensitive the people to the plight of the farmers who braved for 15 long months not only the heat and cold of Delhi but also sat through the whole second wave of COVID in which 700 farmers lost their lives.,Negative
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Neutral
Jay jawan Jay Kishan,Positive
First payment of mp😂😂😂😂,Neutral
❤,Positive
Award mila h 😂😂😂😂 👍👍👍,Positive
Award mila h 😂😂😂😂 👍👍👍,Positive
Award mila h 😂😂😂😂 👍👍👍,Positive
Award mila h 😂😂😂😂 👍👍👍,Positive
Good job,Positive
"Cisf have already suspended the women..if she would have been correct then the cisf would not have suspended her..in airport u cant treat passengers like this even if she has told something,  untill she did anything to harm people inside airport.the lady should have controlled her emotions",Negative
"She needs this very badly and got it. Kangana, come to Tamilnadu, we are waiting for you",Positive
Wow this is called justice slap,Positive
"Kangana, what about Manipur ?",Neutral
बोबड़ी को थपड़या दिया😁😁😁😁😁😁,Positive
Her initiation gift into BJP.,Positive
"kangana ko ragad diya bahanji ne, 

ab kangana bolegi bhaiyo me pad gai akeli sab mere support me aa jao ,me ban jaoungi suarni

Akeli Tigress  Kaur hi ho sakti he",Positive
Ab to video mil gaya ek hafte tak yhi news chalegi,Neutral
"I condemned this act as it happens too late,she had to be slapped just after the controversial remarks she passed about the farmers",Negative
लग रहा है कि cisf वाली महिला को चुनाव लड़ना है 🤣इसलिए बड़ा टारगेट खोज के मौक़े पे चौका मार दिया चलो एक और कांग्रेस की उभरती नेता का उदय हुआ 🤣,Negative
Im from Himachal Pradesh kinnaur district i salute brave Punjabi sister we are with you,Positive
Did anyone notice that white kurta guy with topi hit a girl at 0:11?,Negative
1947,Neutral
Kangna bahut Ganda Ganda bakti he use padne hi chaiye,Positive
Ek ledies ko lal topi wala thapd mara to kisi ko nahi dikha esliye nahi dikha q ki vo ek simpl ghar se hogi lekin kangna ranaut ko mara to khali news ban raha q mari thapad ye pata karlo pahe jai jawan Jai hind,Negative
Good job 😂😂😂,Positive
Very good 💯💯💯,Positive
😂😂,Neutral
People from up Bengal Punjab Orissa n mulla r against Hindu n Cristian country end of the story.  Puneet Jindal..,Negative
Hje ta shuru e hoya aa prgrm....  Agge agge bdaa kujh vajju ehda....,Positive
Respect CISF❤,Positive
"Condemnable action my the CRPF Jawan. No way to react to anyone leave alone an MP. But as lady luck would have it, these motormouth, verbal diarrhea filled wannabe politicians must know there are consequences to the venom they lay out there.",Negative
Jawan kishan ❤,Positive
Very good work by the Didi she should have given kangana 2 3more,Positive
"This CISF personal should be immediately suspended, as being a professional soldier you cant be biased, 
Today she slapped kangana, next day she will shoot someone, 
Remember same thing happened with Honourable MRS. Indira Gandhi. 

CISF or anyother professional paramilitary is for the safeguard of people, views may differ but duty must not. 

Jai Hind. 
Long live Indian Constitution.",Negative
Give that lady an award! ,Positive
Enquiry होगी तब माफी मांगेगी. मेरी तबीयत खराब थी 😂😂,Negative
😂,Neutral
00:03 a random woman slapped by a man in-front of soldiers ..no body noticed no media give attention to that whyy??,Negative
Nobody is upset,Negative
Mza aa gya. Thapar kyun mareya. Jutti maarni c😂😂😂😂,Negative
Bhai.. Sath me black vali ko bhi mara hai 👀 koi kyu ni dekh ra,Negative
Aise reny motherchd ko MP banaya public ne. Govt ka kya dosh hain hum Indian public hi motherchd hai,Negative
"She insulted our freedom fighters, farmers.....",Negative
well done,Positive
Kangna k thppd pda thik h pr vo red topi wale ne black shirt wlai ldki ko kyu mara 🙄 kangna ka chela h shyd,Negative
Muslim in hindu name are celebrating slap.....,Negative
Very good Jeet ki uphaar 😅😅,Positive
Brave CISF officer,Positive
Chad women 🗿,Negative
Once more once more ...😅😅😅😅 Aazadi 2014 k baad mili hai uske liye ek aur,Neutral
Good job,Positive
SHE GOT MP CERTIFICATE 😄😄😄😄😄😄😄😄😄😄,Positive
Jai jawan jai kisaan,Positive
Very good,Positive
Jai ho,Positive
Something like this happened in democratic country very sad,Negative
We happy,Positive
Ek banda jo topi pahna wo kangna ke sath hai wo bhi to ek black clothes pahne hue ladki ko maar raha hai,Negative
RSS nude actress 😂😂😂,Neutral
Salute to that lady,Positive
Deshbhakti sabit karna he to bjp ko vote do😂😂,Negative
Indians got brave for react after the election results,Negative
Well deserving . And ndtv your team is  disgusting,Negative
Sherni!,Positive
Cisf jawan khalishtani hai,Negative
"That's what happens If U insult Nepal,in an interview",Negative
Jai jawan. Jai kissan,Positive
Kungana sahi ku gana😊,Positive
Brave lady. She deserves a good service entry,Positive
Mere taraf se bhi ek de dete mam 😂,Positive
Really happy. Still people choosed this insane. Good news of the day👏👏👏👏👏,Positive
That's what happens once U insulated Nepal .,Neutral
Good start,Positive
Did anyone notice that topiwala bearded dude hitting the lady in black? WT F?,Negative
Well done,Positive
Highly condemnable !! officer on duty doing this out of a statement she did not like of a public figure… truly disgraceful. And appalled by people praising her. Can u take a slap by a lady because she did not like a statement u made and that too not personally.,Negative
Happy news... 🥰🥰🥰,Positive
This is also seen that a man slap a lady 🤢🤢🤢🤢🤢🤢,Negative
Hat's off...,Negative
She's is now enjoying being a politician,Positive
"she got what she deserved, 
yeh bewakuf aurat kana nahi kathi hai   , eh toh corrupt politicians ka 💩 kati hai aur hamare veer jawano ka thappad kathi hai😂😂
jai jawan jai kisan 🇮🇳 mera bharat mahan.❤❤",Positive
Good work by CISF officer. ..❤,Positive
2024 best awards goes to kangana,Positive
I Salute Indian Army...Iske to jitne lagao utne kam the,Positive
Can u all see a man with the cap also slapped a woman who is carry a bag ....can anyone see this also....who is he???,Negative
Life is a rollercoaster. You never know what is coming next 😑,Neutral
😂😂😂😂😂,Neutral
Sahi pada isko 😂,Neutral
Isko z+ security diya kyu he?,Negative
Coward lady CISF,Negative
Khalistani kulvinder need to restigate immediately,Negative
😂😂😂😂,Neutral
Inko abhi abhi aazadi mili hai bhai logo,Negative
Janta ka jawab,Negative
Kangana after getting slapped going online saying terrorism is on the rise in punjab,Negative
"Good jawan good show ......
Ek ye hai international  ....... Kangana Ranawat inko ijjat hi mat do besharam hai ye log",Negative
"Jin ko kuchh log khalistani bol rahe hai, unhone ne desh Azadi ke liye 90% kurbania di,",Negative
Excellent,Positive
"Jordar swagat , kangana is a hanitual liar",Negative
Super,Positive
😅😅,Neutral
Bdiya kiya,Negative
I guess main streamline channels are only upset.,Negative
"Ye sahi  nahi  hai aise  to koi bhi  plice  or cif kisi  ko thappad  
Jadega  kal kisi  aur ke saath  ho sakata  hai  dismissed  karo cif  lady ko young woman  ko",Negative
First appreciation from the people,Positive
Very great,Positive
Thank u so much cisf iron lady❤,Positive
Tattibhakton ki khoob jalegi yeh dekh kar🤣🤣🤣,Positive
Good jobs 👍👍👍👍,Positive
Ek mp lady aur ek norml lady m Kya mst antr hota h Ki ek norml aurat ko ek ldka mardeta h aur njr hm sbki kngna k upr h,Negative
Sare punjab wale soh chuko bina kise  km to Himachal nai Janae,Negative
Slaped ❌ chappal ✅,Neutral
Punjab ki larkiya characterless hoti h chhi chhi aisi ladkiya ko saram aani chahiye 😁😁😁😁sali harami punjabi larkiya bjp k gussa kagna k uper kiya h sharam aani chahiye aisi larkiyo ko aur aise logo ko jo sabasi de rahe h aise ghinone kaam k liye😡😡😡😡,Negative
Good Job 💯👍,Positive
Respect to hritik roshan😂,Positive
Show us the proof she got slapped,Negative
KAGANA K KAGAN TOOT GAE 😂😂,Negative
"I can see a man slapping a girl in this video,  why nobody talks about it too?",Negative
How dare she slapped an MP,Negative
Salute you mam 🫡,Positive
Panjab di sherni a fir❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ love u bhena❤❤❤❤❤❤❤❤❤,Positive
Politicians should think twice before making meaningless statements in campaigns. Public never forgets.,Negative
😂,Neutral
Z+ Security now required Madam,Neutral
How can you slapped somebody in airport? It’s insane. If  there is problems talk why you have to be physical?,Negative
Finally Kangana got independence in 2024 by getting a tight slap 😂,Positive
Good job 👍,Positive
She a stupid female makeup influencer who got everything for free .......finally she got to know her stand in society.........she is like dancer for indian people who dance onscreen and she is speaking against the people who serve for our country ? How dare she can do that,Negative
